Time,Speed mps,RPM,Power W,Torque
3.08,16.51,2696.356784,4782.1,16.93607147
3.12,16.65,2719.221106,16828.7,59.09863199
3.16,16.78,2740.452261,15753.8875,54.89551716
3.2,16.96,2769.849246,22015.35,75.89983711
3.24,17.19,2807.41206,28472.5625,96.84824958
3.28,17.44,2848.241206,31383.4375,105.2192321
3.32,17.69,2889.070352,31836.5625,105.2299669
3.36,17.84,2913.567839,19319.4375,63.31997357
3.4,18,2939.698492,20787.2,67.52499908
3.44,18.17,2967.462312,22289.7625,71.72847725
3.48,18.34,2995.226131,22499.2875,71.73160219
3.52,18.59,3036.055276,33467.8125,105.2662217
3.56,18.85,3078.517588,35287.2,109.4578572
3.6,19.04,3109.547739,26096.7375,80.14203583
3.64,19.02,3106.281407,-2759.35,-8.48276382
3.68,19.15,3127.512563,17987.6125,54.92193658
3.72,19.34,3158.542714,26509.9875,80.14826964
3.76,19.44,3174.874372,14057.75,42.28249951
3.8,19.36,3161.809045,-11252,-33.98329363
3.84,19.24,3142.211055,-16791,-51.02847522
3.88,19.29,3150.376884,6983.5625,21.16829573
3.92,19.51,3186.306533,30943,92.73554857
3.96,19.66,3210.80402,21298.6875,63.34472068
4,19.75,3225.502513,12857.5125,38.06544863
4.04,19.72,3220.603015,-4292.3625,-12.72713289
4.08,19.76,3227.135678,5724.6,16.93944993
4.12,19.71,3218.969849,-7153.9375,-21.22265015
4.16,19.48,3181.407035,-32674.6625,-98.07611526
4.2,19.08,3116.080402,-55912,-171.3435476
4.24,18.69,3052.386935,-53397.3375,-167.051892
4.28,18.34,2995.226131,-46981.8125,-149.786107
4.32,17.91,2925,-56504.6875,-184.4718015
4.36,17.46,2851.507538,-57697.3125,-193.2201623
4.4,17.19,2807.41206,-33913.6875,-115.3560123
4.44,16.89,2758.417085,-37062,-128.3040306
4.48,16.45,2686.557789,-53177.3,-189.0172664
4.52,16.11,2631.030151,-40130.2,-145.6521438
4.56,15.84,2586.934673,-31271.0625,-115.4326213
4.6,15.51,2533.040201,-37502.4375,-141.3802664
4.64,15.22,2485.678392,-32304.9125,-124.1066389
4.68,15,2449.748744,-24100.45,-93.94528539
4.72,14.82,2420.351759,-19457.55,-76.76814541
4.76,14.79,2415.452261,-3220.0875,-12.7303574
4.8,14.83,2421.984925,4294.9,16.9337445
4.84,14.65,2392.58794,-19235.7,-76.77352262
4.88,14.31,2337.060302,-35693.2,-145.8434567
4.92,13.93,2275,-38900.6,-163.2849964
4.96,13.64,2227.638191,-28982.9625,-124.2423056
5,13.25,2163.944724,-38015.7375,-167.7600857
5.04,12.85,2098.61809,-37845,-172.2052864
5.08,12.64,2064.321608,-19404.2625,-89.76171974
5.12,12.59,2056.155779,-4572.9375,-21.23785411
5.16,12.47,2036.557789,-10901.1,-51.11460012
5.2,12.28,2005.527638,-17046.5625,-81.16700961
5.24,12.15,1984.296482,-11512.6375,-55.40381237
5.28,12.01,1961.432161,-12261.2,-59.69405296
5.32,11.84,1933.668342,-14697.5625,-72.58296593
5.36,11.65,1902.638191,-16178.7375,-81.20070516
5.4,11.51,1879.773869,-11753.7,-59.70907944
5.44,11.32,1848.743719,-15724.1625,-81.21985202
5.48,11.13,1817.713568,-15462.4375,-81.23139103
5.52,10.85,1771.984925,-22309.7,-120.2278524
5.56,10.68,1744.221106,-13267.8625,-72.6391589
5.6,10.64,1737.688442,-3091.4,-16.98848582
5.64,10.68,1744.221106,3091.4,16.92485853
5.68,10.79,1762.18593,8561.1625,46.39299318
5.72,10.87,1775.251256,6281.4,33.78842931
5.76,10.7,1747.487437,-13292.5125,-72.63808686
5.8,10.33,1687.060302,-28206.4875,-159.6576687
5.84,10.09,1647.864322,-17765.4,-102.9496611
5.88,9.87,1611.934673,-15918.1,-94.30075581
5.92,9.83,1605.40201,-2856.5,-16.99111221
5.96,9.93,1621.733668,7163,42.17807942
6,10.17,1660.929648,17487,100.5392068
6.04,10.43,1703.39196,19415.5,108.8442192
6.08,10.62,1734.422111,14498.1875,79.82341295
6.12,10.76,1757.286432,10850.35,58.96204985
6.16,10.86,1773.61809,7837.25,42.19635844
6.2,11.02,1799.748744,12690.4,67.33406193
6.24,11.26,1838.944724,19383.6,100.6554155
6.28,11.51,1879.773869,20635.3125,104.8278851
6.32,11.63,1899.371859,10065.9,50.60739636
6.36,11.71,1912.437186,6768.6,33.79738134
6.4,11.83,1932.035176,10239.9,50.61183322
6.44,11.97,1954.899497,12078.5,59.00107856
6.48,12.06,1969.59799,7839.7875,38.01001848
6.52,12.17,1987.562814,9661.7125,46.41994584
6.56,12.36,2018.592965,16895.0375,79.92484206
6.6,12.57,2052.889447,18977.9625,88.27859326
6.64,12.77,2085.552764,18371.5,84.1191387
6.68,12.61,2059.422111,-14720.4,-68.25675256
6.72,12.46,2034.924623,-13631.8125,-63.97004542
6.76,12.28,2005.527638,-16142.85,-76.86399303
6.8,12.27,2003.894472,-889.9375,-4.24088057
6.84,12.26,2002.261307,-889.2125,-4.240881977
6.88,12.19,1990.829146,-6204.1875,-29.75927223
6.92,12.07,1971.231156,-10553.1,-51.12271156
6.96,11.78,1923.869347,-25072.3125,-124.4486527
7,11.57,1889.572864,-17775.1875,-89.83010951
7.04,11.5,1878.140704,-5854.0125,-29.76438424
7.08,11.47,1873.241206,-2497.9875,-12.73409074
7.12,11.39,1860.175879,-6629.4,-34.03232323
7.16,11.44,1868.341709,4137.9375,21.14944619
7.2,11.55,1886.306533,9167.2625,46.40863346
7.24,11.91,1945.100503,30615.3,150.3030714
7.28,12.02,1963.065327,9542.0875,46.41731598
7.32,12.08,1972.864322,5241.75,25.37175254
7.36,12.33,2013.693467,22121.5625,104.904428
7.4,12.62,2061.055276,26228.6875,121.5229494
7.44,12.91,2108.417085,26838.4125,121.5546785
7.48,13.05,2131.281407,13174.7,59.02980119
7.52,13.14,2145.979899,8544.4875,38.02171928
7.56,13.33,2177.01005,18231.2125,79.96989048
7.6,13.68,2234.170854,34268.9375,146.4723467
7.64,14.02,2289.698492,34140.25,142.3835382
7.68,14.16,2312.562814,14301.35,59.054756
7.72,14.27,2330.527638,11336.4625,46.45095852
7.76,14.45,2359.924623,18739.8,75.82950168
7.8,14.43,2356.658291,-2093.8,-8.484181719
7.84,14.19,2317.462312,-24899.4,-102.6000527
7.88,13.78,2250.502513,-41570.4125,-176.3909153
7.92,13.47,2199.874372,-30622.1875,-132.9259317
7.96,13.13,2144.346734,-32784.5,-145.9973375
8,12.89,2105.150754,-22637.4,-102.6868247
8.04,12.83,2095.351759,-5594.1,-25.49439243
8.08,12.86,2100.251256,2793.7875,12.70262563
8.12,12.88,2103.517588,1866.15,8.471723709
8.16,12.64,2064.321608,-22202.4,-102.7055579
8.2,12.44,2031.658291,-18183,-85.46459834
8.24,12.25,2000.628141,-17005.2375,-81.16853555
8.28,12.14,1982.663317,-9725.5125,-46.84194362
8.32,12.13,1981.030151,-879.7875,-4.240900506
8.36,12.18,1989.19598,4406.1875,21.15226035
8.4,12.26,2002.261307,7087.6,33.80257824
8.44,12.36,2018.592965,8924.75,42.22004445
8.48,12.58,2054.522613,19889.65,92.44588774
8.52,12.83,2095.351759,23027.8125,104.9462986
8.56,13.09,2137.81407,24429.6,109.1233794
8.6,13.19,2154.145729,9526.5,42.2308355
8.64,13.13,2144.346734,-5724.6,-25.49303355
8.68,13.12,2142.713568,-951.5625,-4.240768653
8.72,13.24,2162.311558,11466.6,50.6393095
8.76,13.53,2209.673367,28141.9625,121.6179506
8.8,13.85,2261.934673,31760.8,134.0857906
8.84,14.19,2317.462312,34559.3,142.4044757
8.88,14.45,2359.924623,26993.2,109.2264007
8.92,14.6,2384.422111,15795.9375,63.26064976
8.96,14.8,2417.085427,21315,84.21020393
9,15.09,2464.447236,31421.8625,121.7541524
9.04,15.51,2533.040201,46588.5,175.6337715
9.08,16,2613.065327,55969.6375,204.5378134
9.12,16.21,2647.361809,24519.8625,88.44557569
9.16,16.24,2652.261307,3528.9375,12.70571294
9.2,16.16,2639.19598,-9396,-33.99716861
9.24,16.13,2634.296482,-3511.5375,-12.7292859
9.28,16.07,2624.497487,-7003.5,-25.48240148
9.32,16.03,2617.964824,-4654.5,-16.97776859
9.36,15.93,2601.633166,-11585.5,-42.52458688
9.4,15.84,2586.934673,-10364.9625,-38.26076555
9.44,16.18,2642.462312,39464.65,142.6168486
9.48,16.52,2697.98995,40302.75,142.6480158
9.52,16.73,2732.286432,25311.5625,88.46349875
9.56,16.86,2753.517588,15829.2875,54.89653007
9.6,16.96,2769.849246,12259.75,42.2665562
9.64,17.09,2791.080402,16046.0625,54.8993894
9.68,17.21,2810.678392,14920.5,50.69248766
9.72,17.43,2846.60804,27625.4,92.67280011
9.76,17.66,2884.170854,29256.2875,96.86560903
9.8,17.94,2929.899497,36134,117.7700065
9.84,18.15,2964.19598,27473.5125,88.50721102
9.88,18.32,2991.959799,22474.6375,71.73123757
9.92,18.42,3008.291457,13318.25,42.27646193
9.96,18.54,3027.889447,16077.6,50.70521017
10,18.71,3055.653266,22955.3125,71.73820725
10.04,18.89,3085.050251,24534,75.94120788
10.08,19.14,3125.879397,34464.6875,105.2866988
10.12,19.31,3153.643216,23694.8125,71.74838008
10.16,19.36,3161.809045,7008.9375,21.16839505
10.2,19.48,3181.407035,16895.4,50.7131542
10.24,19.64,3207.537688,22689.6,67.55017115
10.28,19.81,3235.301508,24311.0625,71.75638671
10.32,19.98,3263.065327,24520.5875,71.75901768
10.36,20.06,3276.130653,11611.6,33.84560141
10.4,20.2,3298.994975,20431.95,59.14248183
10.44,20.34,3321.859296,20574.05,59.14389741
10.48,20.37,3326.758794,4427.2125,12.70809452
10.52,20.48,3344.723618,16288.9375,46.50545546
10.56,20.64,3370.854271,23849.6,67.56355675
10.6,20.75,3388.819095,16504.2625,46.50708495
10.64,20.74,3387.18593,-1504.0125,-4.240175097
10.68,20.7,3380.653266,-6008.8,-16.97299569
10.72,20.58,3361.055276,-17956.8,-51.01814604
10.76,20.57,3359.422111,-1491.6875,-4.240183543
10.8,20.69,3379.020101,17948.1,50.72231739
10.84,20.85,3405.150754,24093.2,67.56620459
10.88,21.03,3434.547739,27326.7,75.97820232
10.92,21.25,3470.477387,33718.3,92.77860397
10.96,21.41,3496.60804,24742.8,67.57301157
11,21.5,3511.306533,13999.3875,38.07252429
11.04,21.58,3524.371859,12493.2,33.85036451
11.08,21.78,3557.035176,31436,84.39379219
11.12,22,3592.964824,34914.55,92.79506186
11.16,22.18,3622.361809,28827.45,75.99513366
11.2,22.29,3640.326633,17732.4125,46.51562434
11.24,22.4,3658.291457,17820.1375,46.51618937
11.28,22.53,3679.522613,21173.2625,54.94999883
11.32,22.67,3702.386935,22939,59.16488963
11.36,22.78,3720.351759,18123.1875,46.51809929
11.4,22.94,3746.482412,26517.6,67.58991483
11.44,23.06,3766.080402,20010,50.73747883
11.48,23.18,3785.678392,20114.4,50.73816404
11.52,23.3,3805.276382,20218.8,50.73884218
11.56,23.4,3821.60804,16928.75,42.30095103
11.6,23.55,3846.105528,25529.0625,63.38478952
11.64,23.65,3862.437186,17110,42.30190854
11.68,23.73,3875.502513,13740.2,33.85605983
11.72,23.81,3888.567839,13786.6,33.8562519
11.76,23.88,3900,12101.3375,29.63057971
11.8,24,3919.59799,20827.8,50.74266288
11.84,24.11,3937.562814,19183.8625,46.52430991
11.88,24.24,3958.79397,22784.9375,54.96121483
11.92,24.31,3970.226131,12319.5625,29.631349
11.96,24.37,3980.025126,10587.9,25.4036078
12,24.39,3983.291457,3535.1,8.474830106
12.04,24.34,3975.125628,-8832.3125,-21.21753612
12.08,24.28,3965.326633,-10574.85,-25.46634574
12.12,24.37,3980.025126,15872.0625,38.08192849
12.16,24.5,4001.256281,23029.9875,54.96278307
12.2,24.64,4024.120603,24938.55,59.17954104
12.24,24.75,4042.085427,19694.2625,46.52706061
12.28,24.86,4060.050251,19781.9875,46.52751912
12.32,24.98,4079.648241,21680.4,50.74765212
12.36,25.09,4097.613065,19965.4125,46.52846484
12.4,25.14,4105.778894,9104.1875,21.17468789
12.44,25.19,4113.944724,9122.3125,21.17472972
12.48,25.35,4140.075377,29313.2,67.61240199
12.52,25.54,4171.105528,35050.4875,80.24431373
12.56,25.6,4180.904523,11122.95,25.40511219
12.6,25.67,4192.336683,13009.7625,29.63361247
12.64,25.75,4205.40201,14911.8,33.86054424
12.68,25.84,4220.100503,16831.2375,38.08593626
12.72,25.94,4236.432161,18770.25,42.30982049
12.76,26.12,4265.829146,33969.15,76.04183782
12.8,26.28,4291.959799,30392,67.61997675
12.84,26.35,4303.39196,13354.8625,29.63465658
12.88,26.4,4311.557789,9560.9375,21.17569387
12.92,26.56,4337.688442,30716.8,67.62215343
12.96,26.67,4355.653266,21225.4625,46.53452059
13,26.71,4362.18593,7740.1,16.94391566
13.04,26.8,4376.884422,17457.6375,38.08831628
13.08,26.86,4386.683417,11671.05,25.40651041
13.12,26.9,4393.21608,7795.2,16.94400535
13.16,26.99,4407.914573,17581.6125,38.08876725
13.2,27.03,4414.447236,7832.9,16.94406598
13.24,26.95,4401.38191,-15654.2,-33.96356001
13.28,26.78,4373.61809,-33111.1125,-72.29434007
13.32,26.59,4342.58794,-36758.5875,-80.83167433
13.36,26.19,4277.261307,-76531,-170.861017
13.4,25.66,4190.703518,-99616.8125,-226.9954158
13.44,25.11,4100.879397,-101222.6875,-235.7068742
13.48,24.71,4035.552764,-72239,-170.9385743
13.52,24.36,3978.39196,-62257.5625,-149.4362383
13.56,24.01,3921.231156,-61369.4375,-149.4517759
13.6,23.63,3859.170854,-65624.1,-162.3830656
13.64,23.27,3800.376884,-61204.5,-153.78999
13.68,22.89,3738.316583,-63585.4,-162.424939
13.72,22.52,3677.889447,-60906.1625,-158.1371648
13.76,22.13,3614.19598,-63123.9375,-166.7837616
13.8,21.76,3553.768844,-58867.4625,-158.1821675
13.84,21.38,3491.708543,-59425.35,-162.5193755
13.88,21.14,3452.512563,-36992.4,-102.3171944
13.92,21.12,3449.246231,-3063.85,-8.482320595
13.96,21.23,3467.211055,16887.0625,46.50987947
14,21.19,3460.678392,-6150.9,-16.97261684
14.04,20.99,3428.015075,-30580.5,-85.18698368
14.08,20.52,3351.256281,-70722.6625,-201.5219437
14.12,19.97,3261.432161,-80726.9375,-236.3640973
14.16,19.54,3191.20603,-61586.2125,-184.2892634
14.2,19.19,3134.045226,-49138.6875,-149.723398
14.24,18.89,3085.050251,-41412,-128.1844502
14.28,18.6,3037.688442,-39411.3625,-123.8938082
14.32,18.26,2982.160804,-45429.95,-145.473063
14.36,17.91,2925,-45890.6875,-149.8200976
14.4,17.66,2884.170854,-32235.3125,-106.7289613
14.44,17.43,2846.60804,-29256.2875,-98.14381271
14.48,17.3,2825.376884,-16366.5125,-55.3160475
14.52,17.28,2822.110553,-2507.05,-8.483212672
14.56,17.11,2794.346734,-21192.8375,-72.42361455
14.6,16.77,2738.819095,-41757.1,-145.5922858
14.64,16.37,2673.492462,-48053,-171.6377941
14.68,15.98,2609.798995,-45734.8125,-167.3444161
14.72,15.7,2564.070352,-32155.2,-119.7547257
14.76,15.48,2528.140704,-24866.05,-93.92407867
14.8,15.31,2500.376884,-18974.3375,-72.46570605
14.84,15.15,2474.246231,-17666.8,-68.18460944
14.88,14.89,2431.78392,-28312.7,-111.1802604
14.92,14.59,2382.788945,-32059.5,-128.4820775
14.96,14.27,2330.527638,-33477.6,-137.1738855
15,14.02,2289.698492,-25637.8125,-106.9237178
15.04,13.81,2255.40201,-21185.5875,-89.69906805
15.08,13.64,2227.638191,-16916.0625,-72.51469225
15.12,13.46,2198.241206,-17682.75,-76.81496632
15.16,13.26,2165.577889,-19372,-85.42245208
15.2,12.99,2121.482412,-25692.1875,-115.6466426
15.24,12.73,2079.020101,-24241.1,-111.3435379
15.28,12.56,2051.256281,-15584.9625,-72.55330822
15.32,12.46,2034.924623,-9069.75,-42.56164171
15.36,12.38,2021.859296,-7203.6,-34.02279922
15.4,12.29,2007.160804,-8048.5875,-38.29207355
15.44,12.28,2005.527638,-890.6625,-4.240879163
15.48,12.44,2031.658291,14337.6,67.39026702
15.52,12.63,2062.688442,17266.9625,79.93807629
15.56,12.71,2075.753769,7348.6,33.80649571
15.6,12.75,2082.286432,3691.7,16.93001388
15.64,12.78,2087.18593,2776.3875,12.70253277
15.68,12.91,2108.417085,12106.4125,54.83152474
15.72,13.01,2124.748744,9396,42.22861219
15.76,12.99,2121.482412,-1885,-8.48483304
15.8,12.81,2092.085427,-16834.5,-76.8408552
15.84,12.65,2065.954774,-14766.8,-68.25539193
15.88,12.51,2043.090452,-12768.7,-59.68022766
15.92,12.38,2021.859296,-11729.4125,-55.39833507
15.96,12.34,2015.326633,-3584.4,-16.98409485
16,12.53,2046.356784,17129.2125,79.93324122
16.04,12.82,2093.718593,26649.1875,121.5449851
16.08,12.93,2111.683417,10267.8125,46.43233264
16.12,12.98,2119.849246,4696.1875,21.15494172
16.16,12.97,2118.21608,-940.6875,-4.240787338
16.2,12.93,2111.683417,-3755.5,-16.98284082
16.24,13.04,2129.648241,10355.5375,46.43400585
16.28,13.14,2145.979899,9490.25,42.23022404
16.32,13.17,2150.879397,2861.2125,12.70297479
16.36,13.11,2141.080402,-5715.9,-25.49312221
16.4,13.17,2150.879397,5715.9,25.37698042
16.44,13.33,2177.01005,15370,67.41938951
16.48,13.39,2186.809045,5811.6,25.37793236
16.52,13.32,2175.376884,-6777.6625,-29.75204428
16.56,13,2123.115578,-30531.2,-137.3224741
16.6,12.7,2074.120603,-27948.75,-128.6766558
16.64,12.61,2059.422111,-8257.3875,-38.28852853
16.68,12.69,2072.487437,7337,33.80632751
16.72,12.75,2082.286432,5533.2,25.37507187
16.76,12.66,2067.58794,-8290.0125,-38.28799082
16.8,12.47,2036.557789,-17308.2875,-81.1575157
16.84,12.24,1998.994975,-20601.9625,-98.41658064
16.88,12.03,1964.698492,-18475.5375,-89.79921748
16.92,11.88,1940.201005,-13001.0625,-63.9887318
16.96,11.8,1927.135678,-6867.2,-34.02818507
17,11.71,1912.437186,-7670.1375,-38.29899271
17.04,11.56,1887.939698,-12653.0625,-63.9998442
17.08,11.43,1866.708543,-10834.0375,-55.4223838
17.12,11.53,1883.040201,8323,42.20769978
17.16,11.83,1932.035176,25404,125.5620671
17.2,12.02,1963.065327,16426.6875,79.907331
17.24,12.09,1974.497487,6117.9125,29.58816678
17.28,12.17,1987.562814,7035.4,33.80175999
17.32,12.14,1982.663317,-2643.7125,-12.73317287
17.36,12.27,2003.894472,11503.2125,54.81705219
17.4,12.33,2013.693467,5350.5,25.37303329
17.44,12.23,1997.361809,-8903,-42.56484084
17.48,12.1,1976.130653,-11465.5125,-55.40503063
17.52,11.93,1948.366834,-14808.4875,-72.57906296
17.56,11.95,1951.633166,1731.3,8.471211428
17.6,11.84,1933.668342,-9486.2625,-46.84729647
17.64,11.77,1922.236181,-5991.0375,-29.76231251
17.68,11.68,1907.537688,-7650.5625,-38.2993693
17.72,11.43,1866.708543,-20943.4375,-107.1378266
17.76,11.27,1840.577889,-13166,-68.30791546
17.8,11.22,1832.41206,-4076.3125,-21.24299326
17.84,11.18,1825.879397,-3248,-16.98694632
17.88,11.19,1827.512563,810.9125,4.237258952
17.92,11.21,1830.778894,1624,8.470743084
17.96,11.26,1838.944724,4072.6875,21.14870574
18,11.17,1824.246231,-7317.7875,-38.30608062
18.04,11.23,1834.045226,4872,25.36697149
18.08,11.33,1850.376884,8178,42.20445475
18.12,11.42,1865.075377,7422.1875,38.00204036
18.16,11.54,1884.673367,9987.6,50.60534958
18.2,11.67,1905.904523,10937.7125,54.80204248
18.24,11.84,1933.668342,14488.0375,71.54824021
18.28,11.93,1948.366834,7754.9625,38.00846721
18.32,12.14,1982.663317,18323.2875,88.25225406
18.36,12.48,2038.190955,30344.15,142.1678804
18.4,12.74,2080.653266,23769.85,109.0933079
18.44,12.9,2106.78392,14871.2,67.4058208
18.48,13.02,2126.38191,11275.2,50.63541425
18.52,13.27,2167.211055,23825.3125,104.9805347
18.56,13.46,2198.241206,18410.2875,79.97543449
18.6,13.56,2214.572864,9794.75,42.23522028
18.64,13.64,2227.638191,7888,33.81377271
18.68,13.88,2266.834171,23942.4,100.8600812
18.72,14.17,2314.19598,29487.5625,121.6774562
18.76,14.37,2346.859296,20691.5,84.19306204
18.8,14.3,2335.427136,-7275.0125,-29.7467007
18.84,14.15,2310.929648,-15469.6875,-63.92433199
18.88,14.04,2292.964824,-11240.7625,-46.81335441
18.92,13.8,2253.768844,-24220.8,-102.6243678
18.96,13.57,2216.20603,-22819.7375,-98.32679744
19,13.3,2172.110553,-26299.0125,-115.6189172
19.04,13.15,2147.613065,-14382.1875,-63.94996204
19.08,13.33,2177.01005,17278.2,75.78957032
19.12,13.63,2226.005025,29319,125.77502
19.16,13.89,2268.467337,25937.6,109.1864234
19.2,14.05,2294.59799,16205.2,67.44024953
19.24,14.22,2322.361809,17421.3875,71.6348312
19.28,14.36,2345.226131,14504.35,59.05884217
19.32,14.37,2346.859296,1041.4625,4.237678122
19.36,14.59,2382.788945,23095.6,92.55823294
19.4,14.78,2413.819095,20228.5875,80.02620492
19.44,14.92,2436.683417,15072.75,59.06970069
19.48,15.26,2492.211055,37196.85,142.5255505
19.52,15.64,2554.271357,42564.75,159.1308694
19.56,15.87,2591.834171,26271.4625,96.7939963
19.6,15.89,2595.100503,2302.6,8.47297062
19.64,15.63,2552.638191,-29707.6,-111.1347014
19.68,15.46,2524.874372,-19159.2125,-72.46182406
19.72,15.27,2493.844221,-21165.2875,-81.04500111
19.76,15.25,2490.577889,-2212.7,-8.483865792
19.8,15.1,2466.080402,-16502.8125,-63.90312779
19.84,14.94,2439.949749,-17423.2,-68.1896438
19.88,14.72,2404.020101,-23653.85,-93.95829467
19.92,14.59,2382.788945,-13812.3375,-55.354507
19.96,14.67,2395.854271,8485.4,33.82075539
20,14.8,2417.085427,13887.7375,54.86695787
20.04,14.91,2435.050251,11846.8625,46.45867311
20.08,15.01,2451.38191,10846,42.25032026
20.12,15.21,2484.045226,21909.5,84.22564587
20.16,15.49,2529.773869,31160.5,117.6234998
20.2,15.94,2603.266332,51270.1875,188.0692038
20.24,16.22,2648.994975,32642.4,117.6717819
20.28,16.34,2668.592965,14163.6,50.68304492
20.32,16.45,2686.557789,13075.0125,46.47477629
20.36,16.63,2715.954774,21584.7,75.89180202
20.4,16.79,2742.085427,19383.6,67.50327451
20.44,17.01,2778.015075,26955.5,92.65826756
20.48,17.23,2813.944724,27306.4,92.66596819
20.52,17.38,2838.442211,18819.1875,63.31289826
20.56,17.55,2866.20603,21525.6125,71.71656741
20.6,17.58,2871.105528,3820.3875,12.70660829
20.64,17.69,2889.070352,14063.9125,46.48570483
20.68,17.95,2931.532663,33590.7,109.4197451
20.72,18.22,2975.628141,35401.3875,113.609071
20.76,18.4,3005.025126,23894.55,75.93152641
20.8,18.52,3024.623116,16060.2,50.70503238
20.84,18.67,3049.120603,20222.0625,63.33185778
20.88,18.86,3080.150754,25848.7875,80.13820034
20.92,19.02,3106.281407,21970.4,67.54116521
20.96,19.17,3130.778894,20765.8125,63.33852026
21,19.24,3142.211055,9746.5375,29.62009096
21.04,19.33,3156.909548,12583.4625,38.06355984
21.08,19.52,3187.939698,26757.9375,80.15191798
21.12,19.77,3228.768844,35606.5625,105.3087546
21.16,19.82,3236.934673,7175.6875,21.16903029
21.2,19.85,3241.834171,4314.1125,12.7078492
21.24,19.93,3254.899497,11536.2,33.84516031
21.28,20.06,3276.130653,18845.2875,54.93042209
21.32,20.14,3289.19598,11658,33.84587002
21.36,20.25,3307.160804,16105.5125,46.50403311
21.4,20.33,3320.226131,11768.2,33.8464995
21.44,20.36,3325.125628,4425.0375,12.70808992
21.48,20.39,3330.025126,4431.5625,12.70810371
21.52,20.38,3328.39196,-1477.9125,-4.24019315
21.56,20.53,3352.889447,22244.8125,63.35500034
